CustomerID,Age,Gender,Province,City,JoinDate,TenureYears_Reported,PrimaryAccountType,NumProductsHeld,AccountBalance,CreditScore,AnnualIncome,MonthlyTransactions,ComplaintsLast12M,HasOnlineBanking,HasMobileApp,PreferredChannel,MaritalStatus,EmploymentStatus,LastContactDate,Churned
CUS13447,61.0,Male,Saskatchewan,Saskatoon,14/09/2013,11.3,Chequing,2,"$3,484.69",732.0,"$38,700",4,0,1,Yes,Phone,,Self-Employed,22-Feb-2021,No
CUS11209,33.0,male,AB,Calgary,2011-08-27,13.3,TFSA,4,"$4,766.82",608.0,21K,25,0,Yes,0,Mobile,Married,Unemployed,08/07/2020,No
CUS11377,31.0,Male,PE,Charlottetown,2019-05-11,5.6,Mortgage,1,"$7,267.56",774.0,23600.0,15,4,Yes,No,Branch,Married,Full-Time,11-Oct-2023,Yes
CUS12334,56.0,M,PE,Charlottetown,2023-12-21,1.0,Credit Card,1,$-685.46,544.0,,11,0,No,No,Mobile App,Widowed,Unemployed,2024-12-14,No
CUS11580,18.0,Female,Ont.,Mississauga,2014-08-22,10.4,Chequing,3,1150.47,571.0,"$65,200",8,2,Yes,Y,Phone,Single,Unemployed,2014-09-25,Yes
CUS11906,44.0,female,quebec,Laval,05-13-2011,13.6,Mortgage,2,44837.59,641.0,28400.0,15,2,Yes,0,Branch ,Single,Retired,01-03-2023,No
CUS10542,,FEMALE,NL,St. John's,18/09/2018,6.3,Savings,3,1418.45,684.0,127K,9,0,No,Yes,mobile app,Widowed,Unemployed,25-May-2023,Yes
CUS13030,41.0,Male,Prince Edward Island,Charlottetown,21-Jan-2012,12.9,Mortgage,3,$829.37,834.0,47900.0,35,0,No,No,online,Widowed,Self-Employed,01/09/2024,No
CUS12228,36.0,Female,BC,Victoria,03-Sep-2020,,RRSP,2,3413.37,509.0,"$222,600",23,0,Y,No,Branch ,,Retired,23/12/2021,Yes
CUS12083,44.0,M,manitoba,Brandon,2022-11-15,2.1,RRSP,5,2907.27,518.0,"$38,600",6,4,No,Yes,Online banking,Single,Full-Time,2024-01-06,
CUS11943,42.0,F,british columbia,Victoria,03-15-2015,9.8,TFSA,1,1462.81,727.0,"$26,200",0,0,Yes,No,Online Banking,Single,Unemployed,02-14-2019,No
CUS10010,36.0,non-binary,Nova Scotia,Halifax,16/03/2020,4.8,Personal Loan,4,1284.84,753.0,"$99,700",13,0,TRUE,FALSE,Phone Banking,Widowed,Retired,04-Jul-2021,Yes
CUS10890,18.0,male,alberta,Calgary,07-13-2019,5.5,Savings,1,"$8,719.98",692.0,55K,9,0,Yes,No,Phone,Married,Unemployed,2024-03-12,Yes
CUS13140,37.0,M,Ontario,London,12/02/2013,11.9,Mortgage,4,20371.79,805.0,33600.0,6,0,No,1,Mobile,Widowed,Student,04-Aug-2022,No
CUS12774,18.0,male,NL,St. John's,2020-05-23,4.6,RRSP,3,5518.58,751.0,"$98,300",13,0,Yes,Y,In-Branch,Widowed,Unemployed,2021-05-27,No
CUS11698,43.0,MALE,Que.,Laval,2011-11-20,13.1,Personal Loan,2,17653.92,638.0,47900.0,17,0,TRUE,Y,Mobile,Widowed,Student,2024-05-06,No
CUS12867,59.0,M,NB,Moncton,"December 30, 2017",7.0,Chequing,2,9566.23,510.0,74K,15,0,Yes,No,App,Divorced,Student,02/09/2023,Yes
CUS10737,29.0,Female,Manitoba,Winnipeg,2014-12-19,10.0,TFSA,2,"$11,690.16",778.0,20K,17,0,0,Y,Online,Single,Unemployed,"June 17, 2023",No
CUS12207,59.0,Female,Ontario,Hamilton,2013-05-12,11.6,Savings,1,1746.96,643.0,80K,24,1,Yes,No,Phone Banking,Widowed,Student,2017-09-21,Yes
CUS13285,54.0,male,manitoba,Brandon,2016-03-26,8.8,Personal Loan,3,11832.67,,64800.0,9,1,N,FALSE,Phone,Married,Retired,07/03/2021,No
CUS10340,52.0,Female,Que.,Laval,"January 10, 2022",3.0,Mortgage,2,"$8,597.79",519.0,62600.0,0,0,No,Yes,Branch ,Divorced,Student,2024-04-14,No
CUS10316,29.0,FEMALE,Quebec,Laval,08-Jan-2012,13.0,Personal Loan,2,"$7,812.70",737.0,"$46,700",0,1,No,N,Online banking,Widowed,Full-Time,04-Dec-2012,No
CUS10462,32.0,M,PE,Charlottetown,2022-03-28,2.8,Personal Loan,4,17700.3,773.0,70400.0,10,0,Yes,No,Phone,Married,Retired,05-23-2024,No
CUS10898,57.0,female,Alberta,Lethbridge,03/09/2022,2.3,Personal Loan,4,6576.05,604.0,53K,4,0,No,Yes,In-Branch,Widowed,Unemployed,2023-12-10,
CUS12609,45.0,MALE,SK,Saskatoon,2015-05-15,9.6,RRSP,3,19227.22,773.0,118K,11,1,Yes,N,Branch ,Widowed,Part-Time,05-15-2022,No
CUS10885,44.0,,NL,St. John's,2023-11-25,1.1,Savings,2,4814.43,738.0,"$33,000",5,2,Yes,Y,,Divorced,Self-Employed,2024-04-15,Yes
CUS11842,65.0,M,Alberta,Red Deer,2016-05-25,8.6,Mortgage,4,6637.01,604.0,30K,0,0,Y,FALSE,phone,Widowed,Retired,2023-11-08,No
CUS10179,47.0,FEMALE,newfoundland,Corner Brook,08/08/2023,1.4,RRSP,2,"$3,471.37",590.0,83K,12,0,0,No,mobile app,Divorced,Student,2023-10-31,Yes
CUS11356,49.0,MALE,New Brunswick,Moncton,2019-12-12,5.1,Mortgage,3,1293.85,546.0,91000.0,19,1,Yes,No,phone,Widowed,Part-Time,2020-04-08,Yes
CUS14166,42.0,Male,BC,Surrey,01-07-2015,10.0,Chequing,2,4654.69,694.0,"$43,700",13,1,Yes,Yes,online,Single,Student,2016-02-05,No
CUS13673,50.0,M,quebec,Gatineau,2018-03-07,6.8,Credit Card,2,-2100.23,656.0,"$116,500",0,0,Y,No,online,Widowed,Part-Time,2020-08-25,No
CUS10803,0.0,Female,Newfoundland and Labrador,St. John's,2017-05-26,7.6,Personal Loan,3,"$2,881.34",545.0,100K,0,0,1,No,phone,Divorced,Full-Time,2018-09-02,No
CUS13221,40.0,female,B.C.,Surrey,2016-03-15,8.8,RRSP,2,"$12,205.32",665.0,,16,0,Y,No,Phone,Widowed,Student,2023-09-24,No
CUS13216,65.0,male,PE,Charlottetown,09-08-2020,4.3,Mortgage,1,8907.99,682.0,126700.0,15,0,Yes,Yes,Online Banking,Widowed,Student,15/07/2021,Yes
CUS13539,31.0,female,pei,Charlottetown,2022-07-17,2.5,TFSA,2,1537.13,716.0,"$136,600",8,0,0,Yes,Branch ,Married,Part-Time,20-Mar-2024,No
CUS12099,61.0,M,quebec,Gatineau,09/02/2010,14.9,Credit Card,1,"$-1,007.87",756.0,,11,0,Yes,No,Online banking,Widowed,Retired,2014-02-17,Yes
CUS10207,,female,nova scotia,Sydney,2012-06-02,12.6,Mortgage,1,"$29,989.74",773.0,"$41,300",13,0,0,No,Phone,Widowed,Retired,25-Sep-2014,No
CUS13917,40.0,female,Newfoundland and Labrador,Corner Brook,10-24-2016,,TFSA,1,$567.82,803.0,109700.0,4,0,No,0,Branch ,Single,Unemployed,2022-05-07,No
CUS11398,42.0,female,Prince Edward Island,Charlottetown,2015-05-08,9.7,Personal Loan,5,9179.64,665.0,,9,3,Yes,No,Mobile,Widowed,Part-Time,13/01/2024,Yes
CUS11937,,female,ontario,Mississauga,2018-06-10,6.6,Mortgage,3,"$12,559.55",772.0,30600.0,23,0,Yes,Yes,App,Single,Unemployed,04/02/2024,No
CUS13529,38.0,Non-binary,B.C.,Kelowna,10-14-2021,3.2,TFSA,3,7432.11,835.0,48000.0,21,1,N,N,App,Divorced,Full-Time,2023-07-15,No
CUS10940,38.0,FEMALE,alberta,Calgary,2010-09-07,14.3,Mortgage,3,6501.96,812.0,68000.0,7,0,0,N,Online,Widowed,Part-Time,01-14-2011,No
CUS10070,40.0,Male,nova scotia,Halifax,04/02/2020,4.9,Credit Card,1,$-527.13,712.0,36K,30,0,0,N,online,Divorced,Full-Time,2020-06-26,No
CUS11598,56.0,FEMALE,new brunswick,Moncton,06-06-2020,4.6,RRSP,2,1230.71,672.0,73700.0,22,0,Yes,No,phone,Widowed,Retired,02-09-2024,Yes
CUS12510,85.0,FEMALE,Saskatchewan,Regina,2017-04-03,7.7,TFSA,3,4227.89,787.0,"$119,700",10,0,Yes,0,Mobile App,Divorced,Retired,2024-02-24,Yes
CUS10548,46.0,F,british columbia,Victoria,2013-10-16,11.2,TFSA,4,9882.84,745.0,71K,10,0,Yes,Yes,,Widowed,Student,2015-09-29,No
CUS11194,46.0,FEMALE,manitoba,Winnipeg,03-31-2020,4.8,Savings,1,4923.72,823.0,72K,14,0,No,FALSE,Online Banking,Widowed,Retired,2020-12-15,No
CUS11683,18.0,M,SK,Regina,04-20-2022,2.7,TFSA,1,2171.97,638.0,33600.0,9,0,0,Yes,Mobile App,Widowed,Student,2024-12-02,No
CUS10593,33.0,MALE,ontario,London,04-20-2015,9.7,Savings,2,$503.40,712.0,"$62,300",4,0,Y,Yes,Branch ,Married,Part-Time,05-21-2017,No
CUS11704,21.0,F,alberta,Red Deer,11/05/2022,2.6,Mortgage,3,3372.07,552.0,49K,8,0,N,Yes,online,,Part-Time,2024-12-17,Yes
CUS10572,25.0,FEMALE,ontario, London ,14-Aug-2014,10.4,RRSP,1,"$6,829.45",723.0,"$92,200",4,0,Yes,No,Branch,Divorced,Unemployed,2021-02-25,No
CUS10119,41.0,FEMALE,BC,Vancouver,01-12-2011,14.0,RRSP,1,"$5,056.63",530.0,65700.0,20,0,0,Yes,In-Branch,Single,Part-Time,2016-09-05,Yes
CUS12594,53.0,Male,newfoundland,Corner Brook,2011-11-16,13.1,RRSP,5,"$1,764.05",707.0,41K,11,0,No,0,App,Divorced,Retired,05-Jul-2021,Yes
CUS12225,34.0,F,Manitoba,Winnipeg,18/02/2022,2.9,RRSP,1,2619.82,612.0,70600.0,13,0,Y,Yes,mobile app,Divorced,Unemployed,2024-04-07,No
CUS10196,39.0,male,pei,Charlottetown,2015-11-28,9.1,RRSP,2,"$1,497.70",611.0,"$69,000",14,1,Yes,Y,Phone,Widowed,Part-Time,13/03/2016,Yes
CUS13336,33.0,MALE,ON,Toronto,2021-04-10,3.7,Savings,2,1272.86,731.0,29K,17,0,No,No,Mobile,Divorced,Retired,2022-04-27,
CUS14144,53.0,MALE,QC,Laval,"November 08, 2014",10.1,TFSA,2,38212.19,673.0,71300.0,9,1,N,No,mobile app,Single,Retired,2021-09-09,Yes
CUS10859,39.0,male,quebec, Gatineau ,2013-06-21,11.5,Personal Loan,2,3263.35,683.0,86K,15,0,Yes,Y,Phone Banking,Divorced,Unemployed,02-24-2022,Yes
CUS13872,35.0,Male,B.C.,Victoria,2018-11-10,6.1,RRSP,2,1518.8,564.0,36900.0,7,0,FALSE,Yes,phone,Divorced,Self-Employed,08-31-2022,No
CUS12012,46.0,male,New Brunswick,Moncton,06/02/2015,,Personal Loan,4,24296.07,-1.0,33K,31,3,N,No,Online,Married,Self-Employed,2020-10-26,Yes
CUS10869,58.0,M,Nova Scotia,Sydney,2011-05-03,13.7,RRSP,2,2705.09,692.0,"$19,200",3,2,N,No,mobile app,,Full-Time,2015-02-22,
CUS12655,57.0,Male,Saskatchewan,Regina,2019-11-04,5.2,Credit Card,2,$-625.68,739.0,42K,24,1,Yes,No,Mobile,Single,Student,04-20-2023,Yes
CUS10297,31.0,MALE,new brunswick,Saint John,2020-07-11,4.5,Savings,3,882.2,716.0,35K,6,3,No,No,App,Widowed,Part-Time,02/04/2022,Yes
CUS13980,39.0,Female,alberta,Red Deer,2014-11-11,10.1,Credit Card,1,"$-3,807.50",572.0,86K,11,0,0,Yes,Phone,Widowed,Retired,2018-05-11,
CUS10277,41.0,F,manitoba,Winnipeg,08-May-2015,9.7,Savings,2,$507.74,661.0,"$51,100",0,1,Yes,N,App,Divorced,Student,27/04/2020,No
CUS12890,48.0,F,PE,Charlottetown,08/09/2018,6.3,Chequing,1,"$3,245.99",633.0,32400.0,21,0,Y,No,phone,Single,Self-Employed,2019-01-19,No
CUS11668,27.0,M,Manitoba,Brandon,03/07/2019,5.5,Credit Card,3,-143.25,780.0,45K,20,0,Y,N,Phone,Divorced,Full-Time,2021-01-24,No
CUS13476,51.0,M,New Brunswick,Saint John,01/12/2020,4.1,Chequing,1,4857.3,736.0,57K,10,1,1,Yes,Mobile,Divorced,Unemployed,2024-07-04,Yes
CUS10562,63.0,Female,Prince Edward Island,Charlottetown,06-23-2021,3.5,Personal Loan,3,"$5,287.50",708.0,54K,0,4,N,No,branch,Divorced,Full-Time,2024-06-27,Yes
CUS13909,57.0,FEMALE,PE,Charlottetown,03/03/2014,10.8,TFSA,3,"$2,798.84",556.0,"$39,500",13,0,0,TRUE,online,Married,Unemployed,24/08/2014,No
CUS13043,33.0,FEMALE,AB,Red Deer,2010-12-22,14.0,TFSA,1,3933.66,582.0,60K,25,0,0,Y,mobile app,Divorced,Student,2021-08-15,No
CUS11947,49.0,M,Nova Scotia, Halifax ,2021-11-19,3.1,Savings,2,15675.05,628.0,58400.0,6,0,0,N,Branch,Divorced,Part-Time,2023-02-15,Yes
CUS10189,71.0,male,SK,Saskatoon,2019-03-31,5.8,TFSA,5,"$8,642.94",790.0,31400.0,29,1,Yes,No,Online,Married,,03/06/2019,Yes
CUS11797,40.0,Male,Prince Edward Island,Charlottetown,2016-08-30,8.3,Personal Loan,2,718.64,785.0,23K,34,3,Yes,No,Mobile App,Married,Unemployed,04/01/2020,No
CUS10194,18.0,Male,Prince Edward Island,Charlottetown,2023-01-13,2.0,RRSP,2,376.84,725.0,"$33,000",20,0,Y,Yes,,,Student,2023-05-16,Yes
CUS12556,48.0,M,New Brunswick,Saint John,2016-08-28,8.3,Chequing,1,1240.46,722.0,"$41,300",19,0,No,1,mobile app,Widowed,Self-Employed,26/02/2018,Yes
CUS12979,34.0,female,BC,Vancouver,"June 25, 2019",5.5,Savings,2,4693.59,379.0,"$40,500",1,0,No,N,Phone,Widowed,Full-Time,22-Dec-2020,No
CUS10496,41.0,FEMALE,manitoba,Winnipeg,14-Feb-2015,9.9,RRSP,2,"$10,079.17",626.0,33K,20,1,Yes,FALSE,Mobile,Married,Retired,05-02-2017,Yes
CUS11278,46.0,M,Newfoundland and Labrador,St. John's,13/08/2021,3.4,Personal Loan,4,1408.29,737.0,116300.0,19,0,Yes,Y,branch,Single,Part-Time,2024-07-22,Yes
CUS12562,37.0,MALE,quebec,Gatineau,31/07/2020,4.4,Savings,1,148.71,621.0,"$71,900",10,0,No,1,Mobile,Widowed,Unemployed,09/07/2021,No
CUS10581,53.0,Female,Quebec,Quebec City,2013-04-11,11.7,Mortgage,2,8674.59,674.0,69K,11,0,No,1,In-Branch,Divorced,Unemployed,2014-12-26,No
CUS13812,49.0,male,saskatchewan,Regina,09-16-2017,7.3,Credit Card,1,-552.41,641.0,50K,10,1,Yes,No,Branch ,Single,Full-Time,21/01/2024,No
CUS14140,54.0,female,Prince Edward Island,Charlottetown,2016-06-02,8.6,Credit Card,3,13168.7,769.0,"$31,700",12,0,No,No,Mobile,Divorced,Unemployed,07-12-2022,Yes
CUS12506,36.0,male,B.C.,Kelowna,2013-08-28,11.3,TFSA,3,"$14,142.42",602.0,"$72,700",11,0,Yes,Yes,App,Single,Unemployed,2022-08-03,No
CUS13881,49.0,F,ontario, Mississauga ,2016-09-15,8.3,RRSP,3,5432.38,810.0,30K,32,0,No,Yes,Phone Banking,Widowed,,2019-04-01,No
CUS10232,47.0,FEMALE,MB,Winnipeg,2020-08-06,4.4,Personal Loan,1,5045.52,574.0,18K,10,0,TRUE,Yes,Mobile App,Divorced,Self-Employed,2023-09-05,No
CUS13322,21.0,FEMALE,Ontario,Hamilton,24/06/2014,10.5,Savings,2,"$2,350.34",689.0,"$32,500",16,0,No,Yes,Online banking,Single,Part-Time,03-Mar-2021,No
CUS12696,23.0,MALE,NB,Moncton,04/01/2018,7.0,RRSP,2,8303.26,751.0,"$27,100",23,0,Yes,No,Branch,Single,Part-Time,09-20-2020,No
CUS12906,39.0,male,newfoundland,Corner Brook,08-08-2023,1.4,Credit Card,2,"$5,056.30",673.0,"$94,100",20,1,N,No,Online Banking,Married,,2024-12-07,Yes
CUS10285,38.0,male,Que.,Quebec City,"November 15, 2015",9.1,RRSP,1,"$2,907.28",823.0,,13,2,0,No,Phone Banking,Divorced,Full-Time,2017-06-12,Yes
CUS12417,62.0,Female,Manitoba,Brandon,"December 14, 2013",11.0,Personal Loan,2,1124.76,811.0,57800.0,22,0,No,No,branch,Widowed,Unemployed,11/09/2019,No
CUS10891,40.0,F,pei,Charlottetown,2021-05-25,3.6,RRSP,3,"$38,530.31",734.0,44300.0,3,0,No,No,Mobile App,Widowed,Unemployed,2022-08-18,No
CUS12016,42.0,Male,saskatchewan,Saskatoon,2013-12-15,11.0,Credit Card,2,6129.05,605.0,"$76,200",22,0,No,Yes,Online banking,Married,Student,2017-09-27,No
CUS12726,36.0,F,Ont.,Hamilton,2016-12-13,8.0,Savings,2,"$36,216.24",837.0,42K,10,0,No,No,Branch ,Widowed,Retired,2017-09-26,No
CUS11775,41.0,FEMALE,new brunswick,Moncton,15/04/2019,5.7,Chequing,1,6617.69,479.0,63K,13,1,N,Yes,Phone Banking,Divorced,Self-Employed,31-Aug-2021,Yes
CUS12572,42.0,M,NB,Saint John,24/02/2014,10.9,Personal Loan,2,"$1,068.73",616.0,"$114,800",0,2,N,No,Online Banking,Widowed,Retired,2021-07-11,No
CUS10978,63.0,Non-binary,NS,Halifax,29-Apr-2012,12.7,TFSA,4,"$1,197.57",715.0,70400.0,13,0,No,N,Branch,Widowed,Unemployed,25-May-2019,Yes
CUS11116,42.0,Female,SK,Saskatoon,2018-03-11,6.8,Mortgage,4,1803.41,519.0,106500.0,21,1,Yes,No,phone,Divorced,Student,27/01/2021,No
CUS10280,32.0,Male,SK,Regina,24/03/2011,13.8,Mortgage,3,"$1,359.04",797.0,26K,25,0,Y,Yes,phone,Widowed,Self-Employed,2019-06-12,No
CUS11253,,F,New Brunswick,Moncton,2023-05-25,1.6,RRSP,1,"$5,216.84",714.0,112600.0,4,0,No,Y,online,Widowed,Full-Time,2024-10-08,Yes
CUS10789,47.0,female,SK,Saskatoon,17/01/2023,2.0,RRSP,3,"$7,869.99",643.0,77K,0,0,Yes,Y,Online banking,Divorced,Retired,14/11/2024,Yes
CUS13348,,M,SK,Saskatoon,28-Oct-2017,7.2,TFSA,1,20411.18,697.0,"$134,800",19,3,1,No,In-Branch,Married,Student,2020-04-08,Yes
CUS11764,46.0,Non-binary,SK,Saskatoon,04-Apr-2013,11.7,Chequing,2,6594.68,540.0,"$106,700",16,0,FALSE,N,Mobile,Divorced,Part-Time,2020-05-28,No
CUS12610,45.0,male,New Brunswick,Moncton,2017-05-05,,Savings,1,42527.39,660.0,39K,16,0,0,Y,In-Branch,Widowed,Unemployed,2023-12-24,Yes
CUS12075,25.0,MALE,saskatchewan,Regina,05/07/2019,5.5,Savings,2,35234.37,600.0,"$76,400",3,1,1,Yes,phone,Single,Part-Time,2022-09-14,Yes
CUS13694,50.0,MALE,Quebec,Gatineau,26/02/2023,1.8,TFSA,1,1868.56,630.0,26900.0,42,0,No,Yes,App,,Retired,2023-11-21,No
CUS13692,46.0,male,British Columbia,Kelowna,2016-04-01,8.8,Mortgage,3,8018.34,787.0,64K,18,1,No,Y,mobile app,Divorced,Retired,2023-11-29,Yes
CUS11444,41.0,female,Nova Scotia,Sydney,23-Apr-2021,3.7,TFSA,2,20880.44,553.0,52K,14,0,1,No,Online Banking,Widowed,Self-Employed,08/10/2024,No
CUS11335,18.0,MALE,manitoba,Winnipeg,04-04-2011,13.7,TFSA,2,3920.95,525.0,78600.0,11,0,Yes,Yes,Phone Banking,Married,Self-Employed,05-22-2019,No
CUS12348,,female,Nova Scotia, Sydney ,2012-12-21,12.0,Mortgage,1,$536.79,658.0,69600.0,8,0,TRUE,Yes,Phone,Single,Unemployed,2024-10-25,Yes
CUS12826,38.0,F,British Columbia,Vancouver,2016-09-18,8.3,Personal Loan,1,"$2,655.68",486.0,62K,12,1,Yes,No,mobile app,Widowed,Part-Time,26/11/2016,Yes
CUS13042,36.0,Female,pei,Charlottetown,2023-07-02,,RRSP,1,1922.44,558.0,85900.0,9,4,N,No,mobile app,Widowed,Part-Time,03-05-2024,Yes
CUS10499,27.0,MALE,NB,Moncton,2014-10-13,10.2,TFSA,3,24132.52,790.0,35100.0,0,2,No,No,Branch ,Married,Self-Employed,"March 22, 2017",No
CUS10837,38.0,FEMALE,Alberta,Calgary,17/07/2016,8.5,RRSP,2,"$5,150.55",786.0,108K,18,0,No,No,Branch,Single,Unemployed,13/01/2023,No
CUS10747,-5.0,MALE,MB, Winnipeg ,2019-11-14,5.1,TFSA,2,2443.64,603.0,44800.0,6,0,No,No,,Single,Unemployed,2023-10-14,No
CUS12410,37.0,MALE,british columbia,Kelowna,2023-06-17,1.5,Savings,4,2015.76,606.0,96400.0,27,0,Yes,Yes,Phone,Married,Unemployed,2024-09-27,No
CUS10972,44.0,MALE,pei,Charlottetown,09-16-2018,6.3,Credit Card,2,"$-1,870.47",569.0,"$102,900",18,1,Yes,No,Online banking,Divorced,Unemployed,25/06/2023,No
CUS13744,70.0,M,Prince Edward Island,Charlottetown,26-Jan-2019,5.9,TFSA,1,"$8,672.70",739.0,49K,8,0,N,Yes,Online,Divorced,Student,"November 17, 2023",No
CUS14073,50.0,Male,ON,Hamilton,"September 19, 2012",12.3,TFSA,1,"$1,165.17",604.0,39K,15,0,Yes,0,online,Single,Part-Time,2014-01-12,No
CUS13124,42.0,Male,Alta.,Calgary,2021-11-03,3.2,Savings,1,2798.43,672.0,,7,0,No,1,Phone Banking,Single,Part-Time,2023-10-01,Yes
CUS10362,52.0,MALE,Alberta,Calgary,28/06/2019,5.5,Personal Loan,2,"$2,807.84",659.0,53K,1,3,Yes,No,App,Single,Student,04-27-2022,Yes
CUS13711,50.0,male,new brunswick,Moncton,2010-10-27,14.2,RRSP,1,10778.35,644.0,36900.0,22,3,No,0,Phone Banking,Single,Part-Time,13-Jun-2023,No
CUS11556,41.0,male,Alta.,Lethbridge,04-Jun-2016,8.6,TFSA,1,"$4,087.83",672.0,92900.0,8,0,Yes,Y,mobile app,Widowed,Full-Time,2023-10-26,No
CUS12312,34.0,Male,Nova Scotia,Sydney,20/02/2010,14.9,RRSP,5,"$9,512.17",845.0,66K,11,0,No,Y,mobile app,Widowed,Student,30/07/2011,Yes
CUS11490,27.0,male,Quebec,Laval,2015-08-09,9.4,Mortgage,2,"$3,108.95",609.0,"$73,900",13,0,1,Yes,Online Banking,Single,Full-Time,01/12/2017,No
CUS11442,44.0,M,saskatchewan,Saskatoon,2020-08-24,4.4,Savings,2,"$1,904.75",760.0,31200.0,16,4,No,No,App,Divorced,Unemployed,08-Mar-2023,Yes
CUS13731,36.0,MALE,QC,Montreal,05-04-2017,7.7,TFSA,2,58880.64,763.0,96K,10,0,Yes,Y,App,Widowed,Full-Time,20/11/2022,No
CUS13099,30.0,Female,Newfoundland and Labrador,Corner Brook,2019-12-09,5.1,TFSA,1,"$12,055.70",785.0,64900.0,19,0,No,No,online,Divorced,Unemployed,2024-06-15,No
CUS10269,20.0,MALE,BC,Vancouver,05-06-2023,1.7,RRSP,1,$809.72,748.0,56200.0,22,0,Yes,1,phone,Widowed,Retired,2024-03-10,No
CUS11359,34.0,FEMALE,new brunswick, Saint John ,09-20-2010,14.3,Savings,2,5201.14,667.0,62K,25,0,No,Yes,Mobile,Divorced,Retired,31/08/2023,No
CUS14071,50.0,M,BC,Kelowna,21/12/2017,7.0,Personal Loan,1,"$2,244.39",504.0,"$38,800",12,1,No,Yes,phone,Widowed,Self-Employed,2023-07-12,Yes
CUS12064,43.0,Female,PE,Charlottetown,06-04-2018,6.6,Savings,2,2376.45,689.0,24800.0,33,2,N,Y,Mobile App,Divorced,,2020-10-17,Yes
CUS12054,40.0,M,Que.,Laval,15/02/2011,13.9,Credit Card,1,1352.47,0.0,52400.0,5,0,Yes,0,Phone Banking,Widowed,Full-Time,25/01/2016,Yes
CUS13159,67.0,M,Manitoba,Brandon,17/11/2014,10.1,Chequing,2,4403.24,644.0,64K,32,1,N,N,branch,Single,Self-Employed,18/12/2015,No
CUS10228,40.0,Female,BC,Surrey,04-16-2013,11.7,RRSP,5,4958.37,816.0,72000.0,18,0,No,No,Phone Banking,Divorced,Full-Time,21/06/2020,Yes
CUS12074,0.0,M,NS,Halifax,2016-06-16,8.5,Credit Card,2,$-346.25,661.0,57400.0,11,1,Yes,Yes,phone,Single,Retired,2017-05-23,Yes
CUS10644,33.0,male,QC,Montreal,2019-05-20,5.6,TFSA,1,"$2,413.81",745.0,50K,26,1,0,Y,mobile app,Widowed,Unemployed,2021-09-30,Yes
CUS11159,36.0,Male,nova scotia,Halifax,22/02/2019,5.9,RRSP,1,$639.74,680.0,,14,0,N,N,Branch ,Married,Unemployed,2019-09-27,No
CUS13766,34.0,Male,Manitoba,Brandon,2022-08-09,2.4,Mortgage,2,4416.41,,62K,9,1,0,Yes,Branch ,Divorced,Self-Employed,27/07/2024,No
CUS12142,46.0,male,ON,Hamilton,2012-09-27,12.3,Savings,3,1239.47,659.0,30300.0,11,0,No,0,Online,Divorced,Student,2022-07-02,Yes
CUS14165,47.0,F,british columbia,Vancouver,21-May-2020,4.6,Savings,1,"$4,831.61",,76600.0,14,0,Yes,Yes,In-Branch,Divorced,,2022-12-15,No
CUS11451,41.0,M,NS,Halifax,19/11/2016,8.1,Savings,2,2887.14,706.0,"$67,400",7,0,Y,No,branch,Married,Self-Employed,15-Sep-2018,No
CUS11011,36.0,male,Manitoba,Winnipeg,2011-09-14,13.3,Mortgage,2,"$3,637.00",594.0,"$68,400",12,1,No,No,Branch ,Single,Full-Time,27-Aug-2016,No
CUS11284,39.0,F,MB,Brandon,2019-10-07,5.2,Mortgage,1,1358.81,716.0,55K,15,0,No,0,online,Single,Student,2024-02-26,No
CUS11306,51.0,Non-binary,Newfoundland and Labrador,Corner Brook,11-24-2018,6.1,RRSP,3,1667.95,693.0,69K,14,0,0,N,Online banking,,Student,04-Aug-2024,Yes
CUS12593,49.0,non-binary,PE,Charlottetown,26/11/2019,5.1,Personal Loan,1,6054.79,702.0,69700.0,14,4,No,Yes,Phone Banking,Married,Self-Employed,2024-08-24,Yes
CUS11336,26.0,MALE,Saskatchewan,Saskatoon,25-Nov-2020,4.1,Personal Loan,2,"$2,892.45",737.0,30K,17,0,Yes,No,Online banking,Widowed,Student,2021-09-20,No
CUS12873,21.0,male,nova scotia,Sydney,2011-01-17,14.0,Mortgage,3,1488.39,694.0,"$55,900",27,0,N,No,In-Branch,Widowed,Unemployed,2014-07-12,No
CUS14162,48.0,M,Newfoundland and Labrador,Corner Brook,09/03/2012,12.8,Savings,2,"$1,661.21",626.0,"$45,300",18,0,N,No,branch,Single,Unemployed,2013-05-10,No
CUS12407,54.0,male,ontario,Ottawa,2021-08-31,3.3,Credit Card,1,"$7,653.65",630.0,24K,24,0,N,N,Branch ,Divorced,Self-Employed,12/02/2024,No
CUS11223,31.0,female,ontario,Ottawa,19/09/2013,11.3,Chequing,1,16159.15,669.0,42K,21,2,No,Yes,Online banking,Married,Unemployed,05-08-2024,Yes
CUS13282,33.0,M,alberta,Calgary,"May 25, 2019",5.6,TFSA,2,"$1,207.05",792.0,48500.0,11,1,Yes,Yes,Branch,Single,Unemployed,"January 31, 2020",No
CUS10080,38.0,M,AB,Edmonton,2012-04-03,12.7,Savings,1,"$9,236.61",598.0,41800.0,18,0,Yes,No,Online banking,Single,Student,02/01/2023,No
